번호,분류,제목,내용,내용번호
259,주택도시계획,우수현장 관계자 시상관련 문의,  우수현장 관계자 시상  시상시기  상반기 월말 하반기 월말 연 회 시상하고 있습니다   선정기준  탁월한 안전관리로 무재해 현장 완벽한 품질관리로 부실시공 추방현장           기타 공정관리 민원처리 신공법 신기술 등에서 모범이 되는 우수현장 ,2896805
258,주택도시계획,균형발전촉진지구지정현황은 어떻게 되나요?,지역간 균형발전이 이루어질 수 있도록 지역생활권 중심으로서의 성장 잠재력이 큰 거점지역에 대해 토지이용을 합리적으로 조정하고 도시기반시설을 체계적으로 확충함으로써 상업 유통 업무 정보산업 등의 도시기능을 집중적으로 증진시키기 위해 도시 및 주거환경 정비법 제조에서 정한 도시환경정비사업을 적용하여 정비사업을 추진합니다  년 월 부터 균형발전촉진지구는 재정비촉진지구 로 명칭변경됨 ,2894344
257,주택도시계획,시장 인근구역도 시장정비사업시행구역에 포함여부는 무엇인가요?,재래시장의 상권회복 및 시장정비사업을 효율적으로 추진할 수 있도록 하기 위해 일정요건에 해당되는 경우 인근구역을 흡수 합병할 수 있도록 규정함 범위는 재래시장과 연접하여 노점 또는 상가건물이 형성되어 있는 경우 재래시장에 속하는 건물과 맞벽으로 건축된 건물로 진동 또는 붕괴 등의 위험으로 건축물의 안전이 위험한 지역 사업 완료후 진 출입을 위한 도로확보가 그 지역을 통하지 아니하고는 곤란한 지역 등입니다 ,2895504
256,주택도시계획,조합정관에 의하여 시장정비사업구역의 약 3/4을 소유하고 있는 법인으로부터 위임장을 받은 자가 조합정관에서 정한 조합장으로 선출될 수 있는지 여부 무엇인가요?,조합원 자격을 토지등 소유자로 한정하고 있고 조합임원의 선임방법에 관하여 조합정관에서 규정하도록 되어 있는바 조합원은 정비구역 안의 자연인과 법인이 될 수 있을 것으로 판단되며 조합임원은 자연인으로 한정할 수 있을 것임 따라서 대토지 소유자인 법인의 등기이사인 조합원을 조합장으로 선임하는 것은 하자가 없을 것입니다 ,2895502
255,주택도시계획,1개 시장을 분할하여 각각을 시장정비사업 시행구역으로 선정할 수 있는지요?,개의 시장은 개의 시장정비사업시행구역으로 선정하는 것이 원칙이나 일정한 경우 예외를 인정하고 있습니다 효율적 추진위하여 구청장이 필요하다고 인정하는 경우 개의 시장을 개이상의 구역으로 분할하여 사업시행구역으로 추천 가능합니다 단 대지면적이 넓어 시장정비사업을 통하여 동이상의 건물을 건축할 필요가 있거나 일시에 사업추진이 곤란한 경우에 한합니다  ,2895501
254,주택도시계획,주택재개발사업에서 분양대상자는 누구인가요?,관리처분계획기준일현재다음에해당하는토지등소유자로합니다 ㅇ종전의건축물중기존무허가건축물및사실상주거용으로사용되고있는건축물을포함한주택을소유한자 ㅇ분양신청자가소유하고있는종전토지의총면적이 이상인자 다만년월일전에분할된필지의토지로서그면적이 이상인토지의소유자는 사업시행인가고시일이후부터공사완료고시일까지분양신청자를포함한세대원전원이무주택자 도로제외 ㅇ권리가액이분양용최소규모공동주택가구의추산액이상인자 ㅇ사업시행방식전환되기전의사업방식에의하여환지를지정받은자   ,2894346
253,주택도시계획,정비사업구역 내의 토지등 소유자가 아닌 자가 임시총회 참석하여 의결권 행사 및 조합임원의 권리를 행사할 수 있는지요?,조합임원은 총회에서 조합원 이상의 출석과 출석조합원 이상의 동의를 얻어 조합원 중에서 정관이 정하는 바에 따라 선임하도록 되어 있음 따라서 재건축조합원이 아닌자는 조합임원이 될 수 없으며 총회에서 의결권행사를 할 수 없습니다 ,2894372
252,주택도시계획,구역지정 요건의 완화에서 노후도를 제외한 이유는 무엇인가요?,재개발사업의 구역지정 요건은 호수밀도 가구당 밀접도  주택접도율 재개발 재건축 계획 구역내에 미터 이상의 도로에 접한 건축물의 총 수를 구역내의 건축물 총수로 나눈 백분율  과소필지 소규모 토지 비율 노후도의 네가지 중 개를 충족하여야 하는 것으로 규정되어 있습니다 호수밀도 주택접도율 및 과소필지 비율은 시간이 경과하더라도 크게 바뀌지 않으나 노후도는 시간이 경과하면 충족될 수 있는 요건입니다 따라서 재정비 촉진 지구가 주로 기성시가지 기존의 시가지 의 재정비라는 성격을 고려하여 지구내의 순차적 개발을 도모한다는 측면이 있습니다 또한 타시도 도시정비조례의 노후도는 대부분  경기도  로 규정되어 있어 시행령에서 노후도를 완화할 경우 대부분의 지방에서는 의 노후도로 재개발 사업을 추진하게 되는 등 문제가 있어 시행령 제정시 제외되었습니다 ,2894365
251,주택도시계획,사업시행자가 조합인 경우 사업시행자를 조합 구성원인 법인으로 변경이 가능한지요?,사업시행자 등의 권리 의무의 승계를 규정하고 있는 바 정비사업의 연속성을 유지하기 위하여 사정변경에 의한 사업시행자의 변경이 가능하도록 규정하고 있습니다 ,2894349
250,주택도시계획,신림뉴타운지구에서 제외된 인접지를 추가로 편입할수 있나요?,관할구청 관악구 에서 뉴타운지구 확장에 대한 주민들의 의견수렴과 확장 필요성 등을 검토하여 서울시로 확장 요청을 합니다 서울시에서는 관계부서 협의 및 합동조사반의 현장조사후에 도시 재정비 위원회의 심의를 거쳐 확장여부를 결정하게 됩니다  ,2894366
249,주택도시계획,재정비촉진지구에서 주택규모 및 건설비율 특례내용은 무엇인가요?,현재 형평성의 문제로 진행되고있는 특례 사항은 없음 ,2898551
248,주택도시계획,주택재건축사업에 대해서 구역지정 요건등을 완화하지 않은 이유는 무엇인가요?,재건축 사업에 대한 구역지정 완화는 도시 재정비 촉진법 제정시 정부의 재건축 억제정책에 따라 특례적용이 배제된 것입니다 법 제조제항에서 주택 재건축사업은 법 제조항 구역지정 요건완화  법제조 건축규제의 완화 등의 특례  법제조 주택의 규모별 건설비율 을 적용하지 않도록 규정되어 있습니다                  단독주택 주택재건축사업 담당자 담당부서 담당지역 담당자 연락처 주거사업과            주거사업지원팀 한강이남지역 장재영   한강이북지역 성인선   ,2894952
247,주택도시계획,재정비촉진지구 지정시 행위 등의 제한 내용은 무엇인가요?, 재정비촉진지구 고시일 부터 재정비촉진계획 고시일까지 지구 안에서 국토계획법 제조에 의한 개발행위허가 불가  재정비촉진계획이 결정고시된 날부터 지구 안에서는 재정비촉진계획에 적합하지 않은 건축물 또는 공작물 설치 불가    ,2894347
246,행정,지적행정시스템 운영 관리,                                                                                                                                                       돋움                                                                                                                                            돋움                                                                                                                                             돋움                                                                                                                                                                                                   돋움                                                                                                                                           돋움                                                                                                                                             돋움                                                                                 돋움                                                  돋움                                                돋움                                                돋움                                                                                                                                       시군구 행정종합 정보화사업의 일환으로 개발된 지적행정시스템은 시도에서 관리하던 토지기록 전산 온라인 시스템을 자치구로 이관하여 토지 임야 대장 공유지연명부 대지권등록부 등 지적공부를 관리하는 시스템으로써 지적통계 관리 서울시 전체 토지에 대한 면적 및 지목별 현황 등 지적통계관리 조상땅찾기 업무 이름으로 조회 등에 활용됩니다 ,2897906
245,행정,전자지번도개발 및 관리 무엇인가요?,서울시 전자지번도는 년도에 최초 개발하여 년 주기로 자료를 갱신 구축하여 행정내부기관에 전자지번도  를 배포 위치정보를 필요로 하는 업무나 사업 등에 활용하도록 하고 있습니다  서울시 전자지번도  활용방법   전자지번도 를 필요로 하는 부서나 기관에서는 신청서를 작성하여 공문으로 신청  서약서를 작성하여 서울시청 토지관리과에서 전자지번도  를 수령   에 전자지번도를 설치한 후 토지관리과에서 암호를 부여받아 사용 ,2897905
244,행정,개발이익환수에관한법률은 무슨 법률인가요?,개발이익환수에관한법률은 토지로부터 발생되는 개발이익을 환수하여 이를 적정하게 배분함으로써 토지에 대한 투기를 방지하고 토지의 효율적인 이용을 촉진하여 국민경제의 건전한 발전에 이바지함을 목적으로 하고 있습니다     법제처 홈페이지             를 이용하시면 전문을 볼 수 있습니다 ,2894410
243,환경,서울의 대기오염 저감을 위해 기후환경본부 대기정책과에서 추진하는 대책은 무엇입니까?, 대기오염 측정장비 유지관리 및 보강  자치구와 협조하여 대기오염물질배출사업장을 지도점검  대기환경기준과 배출허용기준을 관리  또한 황사와 오존예경보제를 실시하고 환경오염정보센터를 운영  공사장 비산먼지 단속과 생활소음 진동저감대책을 추진  자동차 공회전과 배출가스를 집중단속하고 배출가스정밀검사 및 신고센터를 운영하여 차량배출가스저감에도 적극 노력하고 있음 ,2895678
242,주택도시계획,"도시계획시설(체육시설, 공공청사, 연구시설, 도서관, 문화 시설) 결정 절차",  도시계획시설 시설결정 변경 절차 지방의회 의견청취 제외대상    도시계획시설 결정 변경  입안 관할구청 공람공고 일간 일간신문 게재     구 도시계획위원회 자문 시설결정요청 구  시  유관부서 협의  협의결과에 따른 보완 시 도시계획위원회 심의    심의결과 가결시 도시계획시설 운동장 공공청사 결정 변경 고시  지형도면의 고시 당해구청    부지면적  이하 체육시설과 공공청사중 동주민센터 파출소 우체국 등 지역단위청사와    석이하 도서관은 구청장에게 위임된 사항으로 아래와 같이 결정하게 된다    도시계획시설 시설결정 변경 절차    도시계획시설 결정 변경  입안 관할구청 공람공고 일간 일간신문 게재  구 도시계획위원회 심의    심의결과 가결시 도시계획시설 결정 변경 및 지형도면 고시 해당구청   상기 도시계획시설 결정은 구청장에게 권한위임된 사항임   구청장 결정사항   도시관리계획 입안의 제안 주민  현장조사 관계부서 협의 환경성검토 및 토지적성평가  도시관리계획 안     주민의견청취 공고  개 일간지 열람  일이상 구의회의견청취  구도시계획위원회심의  결정  고시 및 열람   구청장 권한위임 사무  서울특별시 도시계획조례 제조 별표   시장 결정사항   도시관리계획 입안의 제안 주민  현장조사 관계부서 협의 환경성검토 및 토지적성평가  도시관리계획 안     주민의견청취 공고  개 일간지 열람  일이상 구의회의견청취  구도시계획위원회자문  입안 구청장 시장     시의회 의견청취 도시계획상임기획단 검토 관계기관 부서 협의  서울시도시계획위원회심의  결정 고시  구청장에게 송부    열람  지형도면 고시 ,2897726
241,주택도시계획,공원에서 일용직으로 일하고 싶은데 채용 요건은?,공원에서 근로하는 일시사역인부는 공원에서 필요로 할 때 공개채용하고 있습니다 일정과 자격요건은 서울의공원             의 채용공고란에서 수시로 확인하실 수 있습니다  ,2894196
240,주택도시계획,도시계획입안중인 지역에는 건축허가가 불가능한가요?,도시기본계획 또는 도시관리계획을 수립하고 있는 지역 등에서는 대통령령이 정하는 바에 따라 도시계획심의위원회의 심의를 거쳐 개발행위허가를 제한할 수 있게 규정하고 있습니다     국토의 계획 및 이용에 관한 법률 제조  ,2894384
239,주택도시계획,제2종 일반주거지역은 7층 지역과 12층 지역이 하던데 차이가 뭔가요?,제종 일반주거지역은 원칙적으로 층 이하로 건축하여야 합니다     다만 층 이하의 건축물이 밀집한 지역으로서 스카이라인 하늘과 맞닿은 것처럼 보이는 산이나 건물따위의 윤곽선 의 급격한 변화가 있는 곳은 도시경관의 훼손을 방지하기 위하여 건축물의 층수는 층 이하로 계획하도록 되어 있습니다     이에 해당하는 구역은 시도시계획위원회의 심의를 거쳐 시장이 지정 고시하고 있습니다  ,2895621
238,주택도시계획,오피스텔 심의기준이란 게 있다는데 현재에도 운영하고 있는가요?,네 그렇습니다     오피스텔 심의기준은  일자로 폐지되고 공동주택 건립관련 용도지역 관리 등업무처리지침으로 개정되었으며 동 지침은 우리시 우리시 도시건축공동위원회 심의기준으로 활용하고 있습니다     아울러 동 지침은 우리 시 도시계획국 홈페이지              자료실  업무자료 에서 확인하실 수 있습니다  ,2894261
237,주택도시계획,아파트지구 중 기본계획 재정비가 안된곳은 몇개소인가요?,서울시내 아파트지구는 총 개소입니다     저밀아파트지구 개소 잠실 반포 청담 도곡 화곡 암사 명일아파트지구 와 고밀아파트지구 개소 반포 서초 잠실 청담 도곡 서빙고 여의도 이수 압구정 이촌 원효 가락 암사 명일 아시아선수촌아파트지구 가 있습니다 저밀아파트지구 개소 중 개소 잠실 반포 청담 도곡 암사 명일아파트지구 는 고밀지구와 중복됩니다  ,2895059
236,주택도시계획,서울시내 아파트지구는 몇 개소가 있나요?,  서울시내 아파트지구  총 개소   저밀아파트지구 개소 잠실 반포 청담 도곡 화곡 암사 명일아파트지구   고밀아파트지구 개소 반포 서초 잠실 청담 도곡 서빙고 여의도 이수 압구정 이촌 원효 가락 암사 명일 아시아선수촌아파트지구   저밀아파트지구 개소 중 개소 잠실 반포 청담 도곡 암사 명일아파트지구 는 고밀지구와 중복           아파트지구 지정 현황 확인경로     서울시청 홈페이지          분야별정보  주택  주택건축  공동주택관리  아파트지구 지정 현황 바로가기  ,2897469
235,주택도시계획,지구단위계획 의제처리시에도 서울시의 협의를 거치거나 도시건축공동위원회의 자문을 받아야 하는 경우가 있다던데 어떤 경우인가요?,지구단위계획은 도시관리계획의 일종입니다     이를 결정하거나 변경하고자 할 경우는 입안권자의 입안절차를 거쳐 주민의견청취 관계행정기관 협의 및 도시건축공동위원회 심의를 거쳐 결정고시합니다     그러나 주택법에 의해 의제처리시에는 사업계획승인신청시 관계부서 협의만으로 지구단위계획결정절차를 이행하는 것으로 보는 제도입니다  ,2898528
234,행정,"[시장표창] 수상대상, 상품, 확인서, 양식다운로드",                                                                                                                                                       돋움                                                                                                                                            돋움                                                                                                                                             돋움                                                                                                                                                                                                   돋움                                                                                                                                           돋움                                                                                                                                             돋움                                                                                 돋움                                                  돋움                                                돋움                                                돋움                                                                                                                                           구분  내용   수상대상  공무원중에 주요시책을 적극적으로 추진하고 대민 봉사업무등을 모범적으로 수행하여 타의 모범이 되고 시민의 칭송을 받는 공무원   상품  상장과 만원 상당의 도서상품권을 수여   확인서 발급절차   수여자 이름 상장번호 제   호 형식  수여일자 등을 확인하여 담당자와 통화  본인 방문 신분증 지참  대리인 방문 수여자와 대리인의 신분증 지참 가능  재발행은 어렵고 표창 받았던 년도 날짜  생년월일 표창부문 공적 내용 확인 후   조회후에 수상내역확인서를 발급해 주면 주민등록증 지참 후 행정국 행정관리팀에서 찾아가면 됨   기타   서울시에서 사용하는 표창장 상장 양식 다운 받을 수 있는 곳  서울시청 홈페이지             메인   하단 시민의 법령정보 조례 규칙   서울시법무행정서비스 접속   검색어 표창조례  서울특별시표창조례 내용 하단 별표에서 이미지 확인 가능   담당자   공무원 시장표창  인사과 성과관리팀 원진희    시민 시장표창  자치행정과 주민지원팀 김광철       ,2898128
233,환경,청소용품 납품이 가능한지? (뚝도정수사업소),당 사업소의 청소용품은 분기별 필요량을 품목별 가격비교를 하여 청소용품 업체로 주문하고 있습니다  ,2894936
232,환경,검침 등 민간위탁 업무 수탁업체는 몇년간 계약되어 있고 계약방법은 어떻게 되나요?,현행 년간 계약되어 있으며 입찰에 의한 일반공개경쟁입니다 ,19353860
231,환경,외부차량 주차가 가능한지요? (뚝도정수사업소),업무처리를 위한 사업소 방문시 주차가 가능하지만 사업소외 다른 장소 방문이 목적인 주차는 허용되지 않습니다 ,2894235
230,환경,중고물품을 직접 살 수 없나요? (뚝도정수사업소),중고물품은 감정평가 후 온비드 공공자산처분시스템 에 매각공고를 통한 물품에 대해 입찰하실 수 있으며 입찰후 낙찰하였을 경우에는 구매가 가능합니다  ,2894237
229,경제,지하차도가 야간에 어두운데 더 밝게 가능한가요?,야간에 지하차도 터널 의 밝기는 지하차도에 연결된 도로의 밝기보다 배이상 밝게비추도록 되어있습니다 현재 지하차도의 야간 밝기는 연결도로 밝기보다 배이상 밝게 비추도록 관리하고 있습니다 ,2894550
228,환경,정수장에서 실시하는 먹는물 검사항목과 주기는?,  정수장에서 자체적으로 또는 먹는물검사기관 서울물연구원 에 의뢰하여 매일 매주 매월 검사하는 항목은 다음과 같습니다   검사항목                  구분 내용   매일검사   항목  냄새 맛 색도   탁도 잔류염소  알칼리도 과망간산칼륨소비량 암모니아성질소 수온   매주검사   항목  일반세균 총대장균군 분원성대장균군 또는 대장균 증발잔류물 황산이온 염소이온 경도 알루미늄 총산도  질산성질소 전기전도도 지오스민       매월검사   항목  먹는물 수질기준 전항목     ,19333504
227,환경,학생들이 집에서 직접 pH측정을 할수 있는 방법은 없나요?,리트머스종이를 구해서 쉽게 측정 할 수있는 간단한 방법이 있습니다 리트머스 종이는 용액이 산성인지 알칼리성인지 판정하는데 사용됩니다 청색과 적색의 두 종류가 있는데 청색은 리트머스의 알코올 용액에 소량의 암모니아를 가한 액체이고 적색은 염산을 가한 용액을 써서 만듭니다 변색범위는 적색 보라색 청색 숫자는  를 나타낸다 입니다 따라서 적색인 것을 용액속에 담그어 청색이 되면 그 용액은 알칼리성이고 청색인 것을 용액에 담가 적색이 되면 그 용액은 산성입니다 ,2895498
226,주택도시계획,서울동물원-조련사가 되려면 어떻게 해야 하나요?,조련사가 되려면 먼저 동물관련학과 축산 생물 수산 수의 등 를 졸업하여야 하며 서울시에서 조련사를 모집할 때 응모하셔서 서류 전형 및 면접 시험을 통과 하여야 합니다  ,2894440
225,주택도시계획,서울동물원-동물 사육분야의 직원으로 지원하려면 어떤 서류가 필요한가요?,응시자의 제출서류로는 응시원서 및 이력서 각 통 해당분야 자격증 사본 통 자기소개서 및 경력증명서 각 통 사진 매 반명함판  서울특별시 수입증지 입니다  ,2894844
224,환경,수도권 사업장 대기오염물질 총량관리제 (오염물질 배출허용량 할당),업무개요   총량관리제의 개념   총량관리제도는 종전의 사후적 관리인 배출농도관리와는 달리 배출총량을 기준으로 관리하는 사전 예방적 관리제도로 사업장에 연도별로    배출허용총량을 할당하고 할당량 이내로 오염물질 배출을 허용하는 선진환경관리 제도    배출허용총량을 초과 배출할 경우에는 총량초과부과금을 부과하고 차기 연도 배출허용총량을 삭감하며    배출허용총량 이내로 배출할 경우에는 잔여배출량을 사업장간 이전 및 차기 연도로 이월 가능    총량관리제의 도입배경   수도권 대기질 개선 필요성   수도권의 대기오염도는 개선 노력에도 불구하고 선진국 대도시에 비해 여전히 높은 수준  대기오염으로 인한 사회적 비용 연간 조원    배출허용기준 강화에도 불구하고 대기오염 지속적 악화   높은 인구밀도 자동차 대수 및 에너지 소비량 급증  서울시는 적정 환경용량의 배 초과                사후적 관리의 한계   사후적 성격의 농도관리로는 대기질 개선에 한계가 있음   지자체별 관리로는 단일 대기영향권인 수도권의 광역적 대기문제 해결 곤란   대기관리 정책과 에너지 산업정책 도시계획 등과의 통합적 접근 필요  업무설명   대상지역  대기관리권역 수도권 대기환경개선에 관한 특별법 시행령 제조    구분 지역 범위    서울특별시 전 지 역     인천광역시 옹진군 옹진군 영흥면 제외 을 제외한 전지역   경기도  김포 고양 의정부 남양주 구리 하남 성남 의왕  군포 과천 안양 광명 시흥 부천 안산 수원 용인  화성 오산 평택 파주 동두천 양주 이천  이상 개시       대상 오염물질   질소산화물    황산화물    먼지       대상 사업장   오염물질을 다량으로 배출하는 사업장 단계적으로 적용대상 확대     구분 질소 산화물    황 산화물    먼지   사업장 종 구분   단계    톤 초과 톤 초과 톤 초과 종   단계    톤 초과 톤 초과 톤 초과 종  종          참고  대기환경보전법 시행령 제조 사업장의 분류기준  법 제조제항에 따른 사업장 분류 기준은 별표 과 같다  대기환경보전법 시행령 별표 사업장 분류기준   종별 오염물질발생량 구분  종 사업장 대기오염물질발생량의 합계가 연간 톤 이상인 사업장  종 사업장 대기오염물질발생량의 합계가 연간 톤 이상 톤 미만인 사업장  종 사업장 대기오염물질발생량의 합계가 연간 톤 이상 톤 미만인 사업장  종 사업장 대기오염물질발생량의 합계가 연간 톤 이상 톤 미만인 사업장  종 사업장 대기오염물질발생량의 합계가 연간 톤 미만인 사업장   대기오염물질발생량  방지시설을 통과하기 전의 먼지 황산화물 및 질소산화물의 발생량을 환경부령으로 정하는 방법에 따라 산정한 양    기타사항 수도권 대기오염물질 배출허용총량관리 관제시스템              한국환경공단 대기관리처    관련법규 수도권 대기환경개선에 관한 특별법   ,2895328
223,환경,"소형 열병합 발전시설을 확대하여 운영하면 대기오염을 줄이고, 온실가스 발생량을 저감할 수 있을 것으로 사료 됩니다. 더 많은 열병합발전시설을 설치가능한가요?",년까지 대 설피를 목표로 년부터 매년 시범사업을 진행중에 있으며 올해 년 에도 대 보급을 목표로 현재 수요조사 중입니다 년 대 년 대 설치  열병합 발전시설 인허가 소관기관  산업통상자원부 ,2895555
222,경제,청계천 복원 이후 서울시 기후 변화에 어떤 영향이 있었는지 알고 싶습니다.,ㅇ 청계천 주변의 년 여름철 온도가 과거 년간 여름철 평균온도보다  도씨 하강한 것으로 보아 청계천 복원이 도시열섬현상의 완화에 기여한 것으로 판단됩니다     여기서 도시열섬현상이란 도시의 기온이 인공열이나 대기오염 등의 영향을 받아 교외보다 높아지는 현상을 말하며 대기 오염 지상 피복 상태 도시 내의 인공열로 발생 한다 전력 소비 증가  의 기온상승에 따른 전력사용량의 증가  스모그 현상 가중 도시인의 건강문제등의 문제가 발생하며 대안방법으로     포장 재료의 변화  포장 재료를 밝은 재료로 바꿔 반사율을 높임      포장 재료의 변화  아스팔트에 밝은 조각을 끼워넣는 방법이 있다  ,2894449
221,주택도시계획,사유지가 하천구역에 편입되어 있는데 보상이 가능한가요?, 하천은 국가하천 지방급 지방급하천으로 나누고 있습니다 지방급하천인 경우에는 하천법제조에서 사유를 인정하고 있기 때문에 하천구역에 편입되어있다 하더라도 보상대상이 되지 않습니다  ,2898252
220,주택도시계획,OO천 주변에 OO을 하려하는데 하천관리위원회 심의를 받아야 합니까?,하천관리위원회는 하천관리에 관한 중요한 사항을 심의하고 유수사용에 관한 분쟁을 조정하기 위하여 하천법 제조에 의거     서울시에 서울시지방하천관리위원회를 설치운영하고 있으며 하천관리위원회 심의사항은 하천법제조의 규정되어 있습니다 ,2896687
219,환경,"[서울의제 21실천공모사업] 내용,지원규모,신청방법 안내", 업무종료  서울시청에서 더이상 서울의제 실천공모사업 관련 업무 진행하지 않음    사업내용  대기 수질 폐기물 생태 마을만들기 등 서울행동 에서 제시하고 있는 사업으로 지정공모사업과 일반공모사업으로 구분 시행됩니다   가 지정공모사업  서울시 녹색서울시민위원회에서 사업내용을 정하여 공모 선정되는 사업   나 일반공모사업  시민단체나 기업에서 자유롭게 아이템을 제안하여 선정된 사업입니다    자세한 서울행동 에 대한 내용은 서울시 환경국 홈페이지            참조하시기 바랍니다   지원규모  사업별 만원 이내   가 지정공모사업  사업비  지원   나 일반공모사업  사업비  지원 단체 자부담    사업심사  서울시 녹색서울시민위원회 산하 공모사업관리위원회에서 심사 평가를 담당하고 있으며 심사는 서류심사와 프리젠테이션으로 진행          또한 심사결과는 개별통지 및 서울시 홈페이지에 게재합니다   공고시기  당해년도 월 말경에 인터넷 등을 통해 약 일 정도 공고  참여대상  비영리민간단체 등록을 필한 시민단체로 주된 사무소가 서울시에 있고 인건비 사무실 운영비 등 경상적 경비를 충당할 수 있어야 합니다           참고로 특정 정당을 지지하는 단체나 이익단체 등은 제외됩니다           그리고 서울의 제 실천에 참여하고자 희망하는 기업도 참여할 수 있으며 사업비는 매칭펀드입니다   구비서류   가 시민단체      당해년도 사업계획서 서울시 녹색서울시민위원회에서 제공하는 지정양식       비영리 민간단체 등록증 사본부      신청사업 내용과 유사한 사업추진실적 증빙자료 최근 년 이내   나 기업      정관      사업자 등록증      당해년도 및 전년도 사업계획 수지예산서 전년도 결산서 부 ,2898373
218,교통,가로등 격등제 운영및 설치 현황은?,가로등 점소등  격등제  조도   이상의 자동차 전용도로  상가지역 보행로에 대해 해당지역 실정고려하여 실시  서울시내 가로등 점소등  일몰후 분부터 일출전 분까지 점소등    약간의 오차는 있을 수 있습니다  가로등 등주  높이    설치간격   가로등조도    룩스      룩스  빛의 밝기를 나타내는 단위  가로등 수  서울시내의 가로등 수는 약 만 본입니다   본 가로등의 단위    ,2898621
217,교통,[삭제예정] 서울 도심권내(4대문안)의 제한차량 및 시간범위는?, 삭제예정 참고    서울시 서울시내 도심권 대문 화물자동차 등 통행제한 내용을 확인 바람      업무개요  도심권내에서 제한되는 차량 구간과 시간 안내  업무설명   도심권내 대문안 범위     통행제한 구간   구간 제한시간   톤 이상 톤미만 화물자동차 건설기계 및 특수자동차    토 일 공휴일 제외   톤이상 화물자동차 건설기계 및 특수자동차    일   고압가스 운반탱크로리 및 폭발물 운반자동차  시간 일   도심권 중 올림픽대로 간 하일  행주대교 구간    토 일 공휴일 제외     예외규정  긴급자동차 통행허가를 받은 자동차는 통행제한 대상에서 제외    단     에는 제한구역 통행허가증 발급받는 차량도 통행제한     단 도심권내 도로 중 강변북로 양화로 연희로 세검정길 정릉길 길음교 종암사거리를 잇는 도로는     까지만 톤 이상 화물자동차 건설기계 및 특수자동차 고압가스 운반탱크로리 폭발물 운반자동차    제외 의 통행을 제한한다     통행 제한 범칙금  톤 이하  원  톤 초과  원  참고사항   문의처  서울지방경찰청 교통안전계      고속도로 통행시 출발지 경찰서청에 통행허가 신청   제한 톤수는 적재물이 아닌 차량톤수 기준임   강변북로 올림픽대로 등 자동차 전용도로에 통행가능한 건설기계 문의시   모든 건설기계가 가능한 것이 아니라 건설기계종 덤프트럭 아스팔트 살포기 노상안전기 콘크리트 믹스트럭     콘크리트 펌프 천공기 은 자동차로 들어가 자동차 전용도로 통행이 가능하며 포크레인 지게차 등의 건설기계는    자동차 전용도로 속도제한 최대   최저  에 부합하지 않으므로 통행이 불가함   ,2895642
216,교통,도로는 어떤 절차로 새로 건설되나요?,우리시에서는 간선도로의 운영및 건설에 관하여 년마다 간선도로기본계획을 수립하고 있습니다     아래 순으로 도로개설 공사가 시행됩니다      기본구상  타당성조사및 기본계획  기본설계  도시계획절차이행 및 상세설계  보상 및 도로개설공사 ,2894183
215,교통,시.도의 구분은 어떻게 이루어지면 구분이유는 무엇인가요?, 시도  특별시장이 인정한 도로 도로법 제조       자동차전용도로      간선 또는 보조간선기능등을 수행하는 도로 등           구도  구청장이 인정한 도로 도로법 제조        특별시도를 제외한 구안의 동간을 연결한 도로 집산도로 국지도로       구분 이유      도로관리의 효율을 높이기 위해 구분      시도는 시에서 관리 구도는 구청 관리함 ,2894184
214,교통,강동구 구천면길확장은 언제 공사가 완료 되나요?, 구천면길 도로확장사업 은 년 부터 사업비 억원이 투입되었으며 연차별 투자계획에 의하여 년 완공을 목표로 추진하고 있습니다     ㅇ 사업개요      위 치  천호동 천호구사거리 명일역간      규 모  도로확장 폭   연장   ,2894185
213,교통,금호유수지~교통안전회관간 도로확장 사업은 언제 완료되나요?, 금호유수지 교통안전회관간 도로확장사업은 도로확장 중구 교통회관에서 성동구 금호사거리까지 폭   연장  도로를 폭 도로로 확장하는 사업으로 지난 년 월 서울시 사업구간  는 완료되었으며 나머지 는 금호구역 재개발조합에서 기부채납할 예정입니다 자세한 사항은 성동구 토목과 으로 문의바랍니다  ,2894188
212,행정,행정서비스헌장에 관한 문의,개념  행정기관이 제공하는  서비스의 기준과 내용  제공방법과 절차  잘못된 서비스에 대한 시정 및 보상조치 등을 구체적으로 정하여 공표하고  이의 실천을 시민고객에게 약속하는 제도   도입목적   행정서비스제공 체재개선을 통한 서비스 품질 향상  명확한 서비스 내용의 공표 이행으로 행정서비스 품질 제고  서비스 제공과정의 시민참여 활성화로 고객우선주의 구현   년 행정개혁 차원에서 영국의 시민헌장          을 모태로 도입   추진근거 지침    행정서비스헌장규정  대통령훈령 제호     서울특별시 행정서비스헌장 규칙  규칙 제호     사례    강남구 불친절 민원 실비보상품 지급   대  상  공무원의 불친절이나 잘못된 안내로 인해 구청을 다시 방문 하였거나 피해를 본 경우   보상품  만원권 문화상품권   기타사항   행정서비스헌장 조회 경로  서울시청 홈페이지  응답소  응답소 메인화면 상단부 민원정보 즐겨찾기  행정서비스 헌장          ,2898627
